firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,gender
name1438,lastname1438,June,26,1998,BS Management,0918 561 4308,Male
name1439,lastname1439,June,27,2000,BS Management Engineering,0927 513 1933,Female
name1440,lastname1440,March,19,1998,BS Communications Technology,0917 858 1172,Female
name1441,lastname1441,March,15,1999,BS Management,0917 665 5128,Female
name1442,lastname1442,September,21,1999,BS Legal Management,0927 457 3828,Female
name1443,lastname1443,March,14,1999,BS Management,0927 684 4492,Male
name1444,lastname1444,January,8,1999,BS Legal Management,0927 786 3031,Male
name1445,lastname1445,September,7,2001,BS Communications Technology,0927 993 1326,Male
name1446,lastname1446,May,27,1999,BS Management Engineering,0918 367 2882,Male
name1447,lastname1447,February,21,1998,BS Information Technology Entrepreneurship,0917 443 8759,Male
name1448,lastname1448,February,26,1998,BS Management,0918 789 5546,Female
name1449,lastname1449,March,13,1998,BS Communications Technology,0917 178 5991,Male
name1450,lastname1450,March,14,1997,BS Communications Technology,0927 156 1184,Female
name1451,lastname1451,November,11,1999,BS Legal Management,0917 382 4890,Male
name1452,lastname1452,October,12,2001,BS Legal Management,0917 960 4687,Female
name1453,lastname1453,December,11,2000,BS Information Technology Entrepreneurship,0927 322 2243,Female
name1454,lastname1454,February,15,1998,BS Communications Technology,0927 832 4339,Female
name1455,lastname1455,January,5,1997,BS Communications Technology,0917 515 3847,Male
name1456,lastname1456,February,4,2001,BS Management Engineering,0917 615 9128,Female
name1457,lastname1457,June,21,1999,BS Communications Technology,0917 161 2559,Male
name1458,lastname1458,December,7,2000,BS Information Technology Entrepreneurship,0917 157 8809,Male
name1459,lastname1459,May,23,1998,BS Legal Management,0917 461 9605,Male
name1460,lastname1460,October,27,1997,BS Communications Technology,0917 373 9387,Male
name1461,lastname1461,March,24,1997,BS Legal Management,0917 733 9630,Male
name1462,lastname1462,January,19,2000,BS Management,0917 831 3939,Male
name1463,lastname1463,September,17,1998,BS Information Technology Entrepreneurship,0917 747 8978,Female
name1464,lastname1464,May,2,1998,BS Information Technology Entrepreneurship,0927 247 1072,Female
name1465,lastname1465,March,13,1997,BS Legal Management,0927 299 6251,Male
name1466,lastname1466,August,22,1999,BS Management,0927 533 2737,Male
name1467,lastname1467,January,5,1999,BS Management Engineering,0917 616 1710,Male
name1468,lastname1468,May,26,1998,BS Communications Technology,0917 363 5546,Female
name1469,lastname1469,February,20,1998,BS Management,0927 502 4474,Female
name1470,lastname1470,September,24,1998,BS Legal Management,0918 294 1027,Female
name1471,lastname1471,August,19,1998,BS Information Technology Entrepreneurship,0927 344 1830,Male
name1472,lastname1472,October,6,2000,BS Management Engineering,0918 184 8390,Male
name1473,lastname1473,November,19,1997,BS Communications Technology,0918 386 9272,Female
name1474,lastname1474,January,17,1998,BS Communications Technology,0918 873 1895,Female
name1475,lastname1475,November,27,2001,BS Legal Management,0918 268 9223,Female
name1476,lastname1476,March,17,1997,BS Management,0917 446 5151,Female
name1477,lastname1477,November,4,1998,BS Communications Technology,0918 149 1182,Female
name1478,lastname1478,April,10,2000,BS Communications Technology,0927 141 1139,Female
name1479,lastname1479,April,13,2001,BS Legal Management,0918 322 9858,Female
name1480,lastname1480,November,27,2000,BS Management Engineering,0918 185 8617,Male
name1481,lastname1481,July,2,2001,BS Management,0927 355 5906,Female
name1482,lastname1482,August,3,2001,BS Communications Technology,0917 260 1467,Male
name1483,lastname1483,February,28,1997,BS Legal Management,0918 673 1640,Female
name1484,lastname1484,February,18,1999,BS Management Engineering,0927 400 7002,Male
name1485,lastname1485,January,21,2001,BS Management,0918 162 2673,Male
name1486,lastname1486,February,12,1997,BS Management Engineering,0918 314 2326,Male
name1487,lastname1487,February,6,2000,BS Management Engineering,0917 774 4619,Female
name1488,lastname1488,May,8,1998,BS Management Engineering,0917 982 1304,Female
name1489,lastname1489,August,25,1998,BS Legal Management,0918 466 4113,Female
name1490,lastname1490,November,15,1999,BS Management Engineering,0927 526 4600,Female
name1491,lastname1491,November,19,1997,BS Management,0917 840 5589,Female
name1492,lastname1492,March,4,1999,BS Communications Technology,0918 337 3436,Male
name1493,lastname1493,September,17,2001,BS Management,0918 850 8278,Female
name1494,lastname1494,June,2,1999,BS Information Technology Entrepreneurship,0927 272 2481,Male
name1495,lastname1495,May,1,1997,BS Communications Technology,0927 317 8513,Female
name1496,lastname1496,April,1,1998,BS Management,0917 472 2973,Female
name1497,lastname1497,November,4,1997,BS Information Technology Entrepreneurship,0927 979 2316,Female
name1498,lastname1498,April,27,1997,BS Communications Technology,0927 872 1565,Male
name1499,lastname1499,September,13,2001,BS Legal Management,0927 899 3998,Male
name1500,lastname1500,January,16,1999,BS Legal Management,0927 514 8153,Male
name1501,lastname1501,December,7,1997,BS Legal Management,0927 560 8025,Female
name1502,lastname1502,January,18,2000,BS Communications Technology,0917 943 7148,Female
name1503,lastname1503,January,4,1998,BS Legal Management,0927 376 3449,Female
name1504,lastname1504,August,26,1998,BS Information Technology Entrepreneurship,0927 765 1116,Female
name1505,lastname1505,April,2,1999,BS Communications Technology,0927 998 1959,Female
name1506,lastname1506,November,28,1999,BS Management,0917 426 2724,Male
name1507,lastname1507,September,25,1997,BS Management Engineering,0917 538 1553,Female
name1508,lastname1508,May,4,2001,BS Communications Technology,0917 535 4647,Female
name1509,lastname1509,May,7,1999,BS Communications Technology,0927 195 1266,Female
name1510,lastname1510,September,8,1998,BS Communications Technology,0917 209 9303,Female
name1511,lastname1511,April,5,1999,BS Communications Technology,0917 313 5237,Male
name1512,lastname1512,June,4,1999,BS Management Engineering,0917 410 1813,Male
name1513,lastname1513,November,20,1998,BS Management,0917 690 5462,Male
name1514,lastname1514,June,9,1998,BS Management,0917 269 6027,Female
name1515,lastname1515,September,21,1998,BS Information Technology Entrepreneurship,0918 167 3141,Female
name1516,lastname1516,September,7,1999,BS Management,0917 455 3546,Female
name1517,lastname1517,December,23,1997,BS Information Technology Entrepreneurship,0917 220 3638,Male
name1518,lastname1518,October,24,1997,BS Communications Technology,0918 232 2424,Female
name1519,lastname1519,March,15,1999,BS Communications Technology,0927 477 8478,Female
name1520,lastname1520,December,10,2001,BS Communications Technology,0918 550 8210,Male
name1521,lastname1521,July,9,1999,BS Information Technology Entrepreneurship,0918 774 1846,Female
name1522,lastname1522,June,16,1998,BS Information Technology Entrepreneurship,0917 526 1163,Male
name1523,lastname1523,February,23,1998,BS Legal Management,0918 613 4122,Male
name1524,lastname1524,October,17,1999,BS Information Technology Entrepreneurship,0927 235 1099,Female
name1525,lastname1525,March,28,2000,BS Information Technology Entrepreneurship,0918 678 5551,Female
name1526,lastname1526,February,19,1998,BS Legal Management,0917 500 6762,Female
name1527,lastname1527,November,20,1999,BS Management,0917 508 6548,Male
name1528,lastname1528,April,26,2001,BS Management,0917 264 4707,Male
name1529,lastname1529,July,15,1998,BS Communications Technology,0927 136 3607,Male
name1530,lastname1530,January,7,1999,BS Legal Management,0918 450 7095,Female
name1531,lastname1531,November,19,1997,BS Management,0927 585 7391,Female
name1532,lastname1532,October,9,1998,BS Communications Technology,0927 430 8844,Male
name1533,lastname1533,June,17,1999,BS Legal Management,0927 946 7151,Female
name1534,lastname1534,May,6,2000,BS Information Technology Entrepreneurship,0917 965 3855,Male
name1535,lastname1535,September,5,1998,BS Communications Technology,0918 598 5927,Male
name1536,lastname1536,June,12,2001,BS Information Technology Entrepreneurship,0918 747 8793,Male
name1537,lastname1537,February,6,2000,BS Information Technology Entrepreneurship,0918 432 6128,Female
name1538,lastname1538,May,18,1998,BS Legal Management,0927 969 9809,Male
name1539,lastname1539,January,24,1998,BS Communications Technology,0917 756 4283,Male
name1540,lastname1540,July,7,2000,BS Management Engineering,0917 242 1536,Female
name1541,lastname1541,November,16,1999,BS Communications Technology,0927 496 8246,Male
name1542,lastname1542,February,3,1999,BS Management,0918 579 6860,Female
name1543,lastname1543,May,20,1997,BS Legal Management,0927 715 5047,Female
name1544,lastname1544,March,18,1997,BS Information Technology Entrepreneurship,0927 664 6033,Female
name1545,lastname1545,February,7,1997,BS Legal Management,0927 426 3430,Male
name1546,lastname1546,February,9,2000,BS Legal Management,0918 567 9539,Female
name1547,lastname1547,March,4,1998,BS Management,0927 498 3341,Male
name1548,lastname1548,October,10,1999,BS Communications Technology,0927 400 8565,Male
name1549,lastname1549,June,23,1999,BS Management,0917 760 6884,Male
name1550,lastname1550,October,15,2000,BS Legal Management,0918 410 4200,Female
name1551,lastname1551,December,13,1998,BS Management Engineering,0927 449 1400,Male
name1552,lastname1552,July,11,1997,BS Legal Management,0918 442 4432,Male
name1553,lastname1553,March,19,1998,BS Communications Technology,0918 163 6088,Male
name1554,lastname1554,January,10,1998,BS Management Engineering,0917 921 7601,Female
name1555,lastname1555,December,27,1997,BS Communications Technology,0918 837 7380,Male
name1556,lastname1556,November,24,1999,BS Management Engineering,0917 742 7013,Female
name1557,lastname1557,April,2,1997,BS Management Engineering,0927 115 6056,Female
name1558,lastname1558,January,19,1999,BS Legal Management,0927 405 3000,Male
name1559,lastname1559,August,20,2001,BS Management,0917 917 7094,Female
name1560,lastname1560,May,21,1998,BS Information Technology Entrepreneurship,0927 450 2022,Female
name1561,lastname1561,November,10,1999,BS Management Engineering,0927 297 9539,Male
name1562,lastname1562,June,23,1998,BS Management,0927 386 9411,Female
name1563,lastname1563,November,5,1998,BS Management,0918 944 2477,Male
name1564,lastname1564,July,28,1999,BS Management Engineering,0927 945 7548,Male
name1565,lastname1565,August,15,1997,BS Management Engineering,0918 591 3333,Male
name1566,lastname1566,August,12,1997,BS Legal Management,0927 621 4551,Male
name1567,lastname1567,June,2,2001,BS Communications Technology,0917 500 8114,Male
name1568,lastname1568,September,3,1999,BS Legal Management,0927 815 1632,Male
name1569,lastname1569,March,18,1999,BS Management Engineering,0918 632 3144,Male
name1570,lastname1570,September,16,1997,BS Management,0917 890 7944,Male
name1571,lastname1571,April,25,2001,BS Management,0918 260 6647,Female
name1572,lastname1572,September,14,2001,BS Communications Technology,0918 868 4725,Male
name1573,lastname1573,January,26,1997,BS Legal Management,0917 900 3067,Male
name1574,lastname1574,December,9,1998,BS Legal Management,0917 564 3281,Male
name1575,lastname1575,January,22,1998,BS Management,0918 815 7208,Female
name1576,lastname1576,March,17,1998,BS Information Technology Entrepreneurship,0927 632 3351,Female
name1577,lastname1577,January,12,1997,BS Information Technology Entrepreneurship,0917 760 8418,Male
name1578,lastname1578,February,27,1999,BS Management Engineering,0917 580 9793,Female
name1579,lastname1579,May,15,1999,BS Management Engineering,0918 172 4970,Female
name1580,lastname1580,May,18,1998,BS Information Technology Entrepreneurship,0918 272 5703,Female
name1581,lastname1581,December,9,2001,BS Legal Management,0918 962 6954,Female
name1582,lastname1582,November,4,2000,BS Management Engineering,0927 491 6684,Female
name1583,lastname1583,November,19,1997,BS Management,0927 708 9046,Male
name1584,lastname1584,July,21,1997,BS Management Engineering,0927 928 8064,Female
name1585,lastname1585,March,5,1997,BS Management Engineering,0927 989 5381,Male
name1586,lastname1586,September,25,1997,BS Management,0917 862 5481,Male
name1587,lastname1587,March,28,1997,BS Information Technology Entrepreneurship,0917 497 2907,Male
name1588,lastname1588,April,11,2001,BS Information Technology Entrepreneurship,0917 348 1333,Male
name1589,lastname1589,May,5,1998,BS Legal Management,0918 774 9374,Male
name1590,lastname1590,January,22,2001,BS Legal Management,0917 687 9040,Female
name1591,lastname1591,February,28,2001,BS Information Technology Entrepreneurship,0927 533 2835,Male
name1592,lastname1592,August,8,2001,BS Communications Technology,0927 236 8391,Female
name1593,lastname1593,December,22,1997,BS Management,0918 783 9530,Male
name1594,lastname1594,September,4,1997,BS Management,0918 927 5880,Female
name1595,lastname1595,June,25,2000,BS Information Technology Entrepreneurship,0927 661 6951,Female
name1596,lastname1596,March,27,2000,BS Legal Management,0918 359 1983,Female
name1597,lastname1597,July,20,1999,BS Management,0917 292 4179,Male
name1598,lastname1598,November,15,1999,BS Management,0918 285 8534,Male
name1599,lastname1599,September,25,1998,BS Management Engineering,0918 164 8297,Male
name1600,lastname1600,June,1,1998,BS Communications Technology,0927 288 8492,Female
name1601,lastname1601,February,15,1997,BS Management,0918 867 9643,Female
name1602,lastname1602,June,25,1997,BS Management Engineering,0918 905 1512,Female
name1603,lastname1603,September,4,1999,BS Information Technology Entrepreneurship,0927 575 9786,Female
name1604,lastname1604,May,19,1998,BS Legal Management,0918 908 5902,Male
name1605,lastname1605,April,5,1999,BS Communications Technology,0918 386 3965,Male
name1606,lastname1606,May,20,1997,BS Management,0917 109 8620,Female
name1607,lastname1607,January,1,1997,BS Communications Technology,0927 334 5450,Male
name1608,lastname1608,April,21,1998,BS Management Engineering,0918 812 1222,Male
name1609,lastname1609,July,18,1998,BS Legal Management,0918 857 7371,Female
name1610,lastname1610,March,25,1999,BS Management,0927 834 5521,Male
name1611,lastname1611,April,14,2000,BS Management,0918 485 8289,Male
name1612,lastname1612,June,13,1999,BS Management Engineering,0917 922 4155,Female
name1613,lastname1613,February,15,1997,BS Management Engineering,0927 893 7520,Female
name1614,lastname1614,January,1,1997,BS Management,0917 326 3403,Male
name1615,lastname1615,November,20,1997,BS Communications Technology,0917 645 6607,Female
name1616,lastname1616,April,16,1998,BS Management Engineering,0917 434 7543,Male
name1617,lastname1617,October,13,1999,BS Communications Technology,0918 507 9807,Male
name1618,lastname1618,May,18,1999,BS Communications Technology,0917 169 2137,Female
name1619,lastname1619,April,25,1998,BS Legal Management,0927 506 1238,Male
name1620,lastname1620,July,17,1999,BS Information Technology Entrepreneurship,0918 368 9133,Male
name1621,lastname1621,July,19,1999,BS Information Technology Entrepreneurship,0927 558 2114,Male
name1622,lastname1622,May,9,1997,BS Management Engineering,0917 598 1160,Female
name1623,lastname1623,October,28,1999,BS Communications Technology,0927 997 8860,Male
name1624,lastname1624,June,23,1999,BS Management Engineering,0927 973 3481,Male
name1625,lastname1625,April,7,1997,BS Management Engineering,0917 782 7480,Female
name1626,lastname1626,July,7,1998,BS Management,0918 772 9716,Male
name1627,lastname1627,December,26,2000,BS Management,0917 209 5036,Male
name1628,lastname1628,October,1,1999,BS Information Technology Entrepreneurship,0918 718 3375,Male
name1629,lastname1629,August,13,1999,BS Legal Management,0918 777 6708,Male
name1630,lastname1630,September,11,1997,BS Management Engineering,0917 782 7638,Male
name1631,lastname1631,December,8,2001,BS Management Engineering,0917 700 9826,Male
name1632,lastname1632,February,16,1999,BS Legal Management,0917 422 5632,Male
name1633,lastname1633,July,27,1998,BS Management,0927 352 2048,Male
name1634,lastname1634,June,25,2001,BS Information Technology Entrepreneurship,0927 667 4402,Female
name1635,lastname1635,September,3,2000,BS Management Engineering,0918 354 2271,Female
name1636,lastname1636,December,7,1998,BS Communications Technology,0917 599 4743,Male
name1637,lastname1637,December,22,1997,BS Management Engineering,0917 145 8973,Male
name1638,lastname1638,April,25,1997,BS Information Technology Entrepreneurship,0917 936 1237,Female
name1639,lastname1639,March,8,1999,BS Information Technology Entrepreneurship,0917 530 9570,Female
name1640,lastname1640,August,3,1998,BS Management,0917 324 4108,Male
name1641,lastname1641,June,14,1997,BS Management Engineering,0927 190 8210,Male
name1642,lastname1642,December,12,1999,BS Management,0917 475 3924,Female
name1643,lastname1643,March,10,1997,BS Management,0917 857 8466,Male
name1644,lastname1644,September,21,2000,BS Management,0918 456 3730,Male
name1645,lastname1645,March,21,1998,BS Management Engineering,0918 845 7547,Male
name1646,lastname1646,August,4,2001,BS Management,0927 627 5354,Female
name1647,lastname1647,February,5,2000,BS Management Engineering,0917 513 7001,Male
name1648,lastname1648,July,8,1998,BS Legal Management,0917 609 8149,Male
name1649,lastname1649,March,17,1997,BS Management Engineering,0927 324 3799,Female
name1650,lastname1650,April,26,2001,BS Communications Technology,0918 276 6108,Female
name1651,lastname1651,May,16,1997,BS Management Engineering,0917 540 8194,Male
name1652,lastname1652,July,23,1999,BS Information Technology Entrepreneurship,0927 805 2574,Male
name1653,lastname1653,July,7,1998,BS Communications Technology,0927 939 7447,Female
name1654,lastname1654,November,4,1998,BS Management,0918 279 3610,Male
name1655,lastname1655,January,17,2000,BS Communications Technology,0927 182 3538,Male
name1656,lastname1656,May,9,2001,BS Communications Technology,0917 225 2450,Female
name1657,lastname1657,February,20,1997,BS Information Technology Entrepreneurship,0927 585 5387,Female
name1658,lastname1658,November,17,1999,BS Information Technology Entrepreneurship,0927 132 4378,Female
name1659,lastname1659,February,16,2001,BS Management,0917 426 6016,Male
name1660,lastname1660,March,4,1997,BS Legal Management,0918 377 9121,Female
name1661,lastname1661,December,19,1997,BS Legal Management,0927 351 2073,Female
name1662,lastname1662,May,11,2000,BS Information Technology Entrepreneurship,0917 331 9925,Male
name1663,lastname1663,June,7,1999,BS Information Technology Entrepreneurship,0927 282 8654,Male
name1664,lastname1664,June,9,2001,BS Legal Management,0917 109 2041,Male
name1665,lastname1665,March,27,1998,BS Management,0918 876 9262,Female
name1666,lastname1666,October,4,2000,BS Legal Management,0917 493 5680,Female
name1667,lastname1667,September,25,1999,BS Legal Management,0917 782 2046,Female
name1668,lastname1668,August,2,1998,BS Communications Technology,0918 316 8589,Male
name1669,lastname1669,June,16,1997,BS Legal Management,0927 927 6310,Female
name1670,lastname1670,July,19,1997,BS Management Engineering,0927 401 8816,Female
name1671,lastname1671,February,27,2001,BS Information Technology Entrepreneurship,0917 234 2366,Male
name1672,lastname1672,May,9,1999,BS Legal Management,0917 211 9349,Female
name1673,lastname1673,January,8,2000,BS Communications Technology,0917 528 4529,Female
name1674,lastname1674,November,19,1998,BS Management Engineering,0917 209 1835,Male
name1675,lastname1675,May,28,1997,BS Information Technology Entrepreneurship,0927 267 4069,Female
name1676,lastname1676,December,25,2000,BS Legal Management,0918 406 5317,Female
name1677,lastname1677,June,18,2000,BS Communications Technology,0917 350 7936,Male
name1678,lastname1678,November,13,2000,BS Legal Management,0918 668 6906,Male
name1679,lastname1679,May,12,2001,BS Information Technology Entrepreneurship,0918 764 1314,Male
name1680,lastname1680,December,22,1998,BS Information Technology Entrepreneurship,0917 229 3120,Male
name1681,lastname1681,March,25,1999,BS Management Engineering,0917 666 9320,Male
name1682,lastname1682,October,21,1998,BS Management Engineering,0917 873 7447,Male
name1683,lastname1683,November,10,1998,BS Management Engineering,0918 448 4070,Male
name1684,lastname1684,December,21,1997,BS Management,0927 860 2285,Male
name1685,lastname1685,December,16,1997,BS Legal Management,0918 282 8460,Male
name1686,lastname1686,August,11,1997,BS Management Engineering,0927 380 8663,Male
name1687,lastname1687,April,24,1998,BS Management Engineering,0927 725 9531,Female
name1688,lastname1688,June,3,1999,BS Communications Technology,0917 961 3410,Female
name1689,lastname1689,December,18,1999,BS Management Engineering,0927 408 9900,Male
name1690,lastname1690,July,6,1997,BS Management Engineering,0917 697 3877,Female
name1691,lastname1691,September,18,1997,BS Information Technology Entrepreneurship,0917 950 4112,Male
name1692,lastname1692,May,4,2000,BS Information Technology Entrepreneurship,0917 331 2269,Female
name1693,lastname1693,February,7,1998,BS Management Engineering,0927 843 6944,Male
name1694,lastname1694,February,18,2001,BS Management,0918 989 9777,Female
name1695,lastname1695,January,10,1997,BS Management,0918 959 8868,Female
name1696,lastname1696,February,20,2001,BS Information Technology Entrepreneurship,0918 432 9643,Female
name1697,lastname1697,March,7,1999,BS Information Technology Entrepreneurship,0918 351 6631,Male
name1698,lastname1698,October,25,1999,BS Information Technology Entrepreneurship,0917 709 6669,Male
name1699,lastname1699,December,5,1997,BS Management,0917 708 6860,Male
name1700,lastname1700,April,18,1998,BS Management,0917 493 5524,Female
name1701,lastname1701,June,1,1997,BS Communications Technology,0917 398 4541,Male
name1702,lastname1702,January,19,1998,BS Legal Management,0917 417 8666,Male
name1703,lastname1703,June,22,1997,BS Legal Management,0918 295 1382,Male
name1704,lastname1704,February,2,1998,BS Legal Management,0918 515 7421,Female
name1705,lastname1705,January,1,1997,BS Communications Technology,0917 311 3470,Female
name1706,lastname1706,August,16,1998,BS Information Technology Entrepreneurship,0927 939 9260,Female
name1707,lastname1707,September,23,2001,BS Management,0927 986 3129,Male
name1708,lastname1708,November,3,1997,BS Information Technology Entrepreneurship,0918 817 8602,Female
name1709,lastname1709,December,18,1997,BS Information Technology Entrepreneurship,0918 765 3651,Male
name1710,lastname1710,October,25,2001,BS Legal Management,0927 603 1574,Female
name1711,lastname1711,May,25,1998,BS Information Technology Entrepreneurship,0918 970 1693,Female
name1712,lastname1712,December,19,1998,BS Management Engineering,0927 933 8376,Male
name1713,lastname1713,April,14,1997,BS Management,0927 751 3712,Male
name1714,lastname1714,August,15,2001,BS Management,0918 236 8919,Male
name1715,lastname1715,July,2,1997,BS Communications Technology,0917 559 8093,Male
name1716,lastname1716,September,25,2000,BS Legal Management,0918 540 8555,Male
name1717,lastname1717,November,5,1997,BS Information Technology Entrepreneurship,0918 894 2375,Male
name1718,lastname1718,May,17,1997,BS Management Engineering,0918 838 2342,Female
name1719,lastname1719,July,2,2000,BS Management Engineering,0927 631 8040,Female
name1720,lastname1720,January,6,1997,BS Legal Management,0917 738 1839,Male
name1721,lastname1721,July,23,1998,BS Communications Technology,0927 544 3279,Female
name1722,lastname1722,March,4,1998,BS Information Technology Entrepreneurship,0917 693 8959,Female
name1723,lastname1723,May,22,1998,BS Information Technology Entrepreneurship,0917 281 3092,Female
name1724,lastname1724,June,10,1997,BS Management,0917 252 6526,Female
name1725,lastname1725,April,23,1998,BS Communications Technology,0927 268 5622,Male
name1726,lastname1726,September,26,1997,BS Legal Management,0917 660 9137,Female
name1727,lastname1727,January,26,1998,BS Management Engineering,0927 581 4936,Male
name1728,lastname1728,August,19,1997,BS Management,0917 565 5934,Female
name1729,lastname1729,November,12,1997,BS Legal Management,0918 776 4007,Female
name1730,lastname1730,April,13,1999,BS Management Engineering,0918 461 2548,Female
name1731,lastname1731,August,22,1998,BS Communications Technology,0927 368 7728,Female
name1732,lastname1732,August,21,1998,BS Management,0927 376 2938,Male
name1733,lastname1733,January,19,2000,BS Communications Technology,0927 740 2743,Female
name1734,lastname1734,June,15,2000,BS Legal Management,0918 200 7458,Female
name1735,lastname1735,March,26,1997,BS Legal Management,0927 632 8106,Female
name1736,lastname1736,October,17,1997,BS Legal Management,0917 653 7150,Female
name1737,lastname1737,August,1,2001,BS Management,0917 932 2383,Male
name1738,lastname1738,February,4,2001,BS Legal Management,0927 173 7762,Male
name1739,lastname1739,August,26,2000,BS Management,0918 647 9671,Female
name1740,lastname1740,May,14,1999,BS Legal Management,0927 225 6935,Female
name1741,lastname1741,September,8,2000,BS Information Technology Entrepreneurship,0918 863 7980,Female
name1742,lastname1742,September,7,1999,BS Management,0918 301 7635,Female
name1743,lastname1743,May,17,2000,BS Legal Management,0927 965 1587,Female
name1744,lastname1744,October,27,1997,BS Information Technology Entrepreneurship,0927 478 1325,Male
name1745,lastname1745,January,6,1998,BS Legal Management,0917 321 6378,Male
name1746,lastname1746,October,16,1997,BS Information Technology Entrepreneurship,0927 928 7417,Female
name1747,lastname1747,July,12,1997,BS Management,0918 401 2702,Female
name1748,lastname1748,September,11,1999,BS Communications Technology,0927 864 1701,Male
name1749,lastname1749,May,17,2000,BS Legal Management,0918 375 9630,Female
name1750,lastname1750,February,1,1997,BS Management,0918 185 8937,Male
name1751,lastname1751,May,6,1999,BS Management,0927 144 4452,Male
name1752,lastname1752,September,17,1997,BS Information Technology Entrepreneurship,0927 798 4040,Female
name1753,lastname1753,April,18,1998,BS Information Technology Entrepreneurship,0918 386 4372,Male
name1754,lastname1754,April,20,1997,BS Legal Management,0918 400 4239,Female
name1755,lastname1755,June,2,1997,BS Management Engineering,0917 482 1573,Female
name1756,lastname1756,May,2,1998,BS Information Technology Entrepreneurship,0927 942 1394,Female
name1757,lastname1757,May,11,1999,BS Legal Management,0927 545 6854,Male
name1758,lastname1758,October,21,1997,BS Communications Technology,0918 862 8091,Male
name1759,lastname1759,May,14,1998,BS Information Technology Entrepreneurship,0927 634 2284,Female
name1760,lastname1760,August,17,1998,BS Communications Technology,0927 350 8183,Male
name1761,lastname1761,March,28,1998,BS Management,0917 272 5999,Female
name1762,lastname1762,May,13,1998,BS Communications Technology,0927 468 8484,Male
name1763,lastname1763,May,2,1998,BS Communications Technology,0917 459 3522,Male
name1764,lastname1764,June,3,1999,BS Management Engineering,0927 309 1720,Female
name1765,lastname1765,February,18,1998,BS Management Engineering,0927 972 9371,Female
name1766,lastname1766,September,28,2001,BS Communications Technology,0918 399 7923,Male
name1767,lastname1767,November,13,1998,BS Management,0927 112 2072,Male
name1768,lastname1768,November,21,1998,BS Information Technology Entrepreneurship,0927 244 5177,Male
name1769,lastname1769,December,8,1999,BS Management,0927 750 6690,Female
name1770,lastname1770,January,5,1999,BS Communications Technology,0918 321 4539,Female
name1771,lastname1771,November,4,1997,BS Information Technology Entrepreneurship,0927 622 7513,Male
name1772,lastname1772,December,27,1999,BS Legal Management,0927 439 5173,Male
name1773,lastname1773,February,16,1999,BS Management Engineering,0927 886 5322,Male
name1774,lastname1774,March,13,1999,BS Communications Technology,0917 458 2332,Male
name1775,lastname1775,December,8,1998,BS Communications Technology,0927 126 7838,Male
name1776,lastname1776,April,19,1999,BS Information Technology Entrepreneurship,0917 704 1136,Female
name1777,lastname1777,April,15,2001,BS Legal Management,0917 223 5890,Male
name1778,lastname1778,May,25,1998,BS Management,0927 948 7837,Female
name1779,lastname1779,February,12,1998,BS Information Technology Entrepreneurship,0927 897 3040,Female
name1780,lastname1780,May,16,2001,BS Legal Management,0918 581 2425,Male
name1781,lastname1781,July,22,2001,BS Management,0918 753 4933,Male
name1782,lastname1782,August,18,2001,BS Legal Management,0927 241 5308,Male
name1783,lastname1783,October,21,1997,BS Information Technology Entrepreneurship,0917 650 8776,Male
name1784,lastname1784,April,26,1998,BS Communications Technology,0918 843 2763,Female
name1785,lastname1785,September,10,1997,BS Information Technology Entrepreneurship,0918 657 1572,Male
name1786,lastname1786,August,14,1997,BS Communications Technology,0917 134 4322,Male
name1787,lastname1787,August,1,1998,BS Legal Management,0927 185 9470,Male
name1788,lastname1788,September,16,1998,BS Legal Management,0927 530 2041,Female
name1789,lastname1789,August,12,2000,BS Legal Management,0917 274 4019,Male
name1790,lastname1790,January,16,1998,BS Management Engineering,0927 888 5310,Male
name1791,lastname1791,May,21,1997,BS Information Technology Entrepreneurship,0918 510 4996,Female
name1792,lastname1792,July,21,1999,BS Management,0917 945 8298,Female
name1793,lastname1793,November,1,1998,BS Legal Management,0927 830 1201,Female
name1794,lastname1794,July,10,1999,BS Management,0918 956 2885,Male
name1795,lastname1795,August,9,1999,BS Management,0927 534 6657,Female
name1796,lastname1796,May,16,1998,BS Information Technology Entrepreneurship,0917 561 9612,Male
name1797,lastname1797,February,14,1998,BS Management,0917 911 6438,Male
name1798,lastname1798,May,21,2000,BS Communications Technology,0917 488 8960,Male
name1799,lastname1799,July,18,1997,BS Information Technology Entrepreneurship,0917 914 4274,Female
name1800,lastname1800,June,8,1997,BS Management Engineering,0918 386 6944,Female
name1801,lastname1801,July,22,1998,BS Management,0918 320 1548,Female
name1802,lastname1802,June,23,1997,BS Legal Management,0917 347 1553,Female
name1803,lastname1803,April,9,1998,BS Management Engineering,0927 424 6059,Male
name1804,lastname1804,November,6,2000,BS Management Engineering,0918 617 9852,Male
name1805,lastname1805,February,7,1997,BS Communications Technology,0917 487 9127,Male
name1806,lastname1806,April,26,1998,BS Communications Technology,0917 810 4831,Male
name1807,lastname1807,February,6,1997,BS Communications Technology,0927 630 7509,Male
name1808,lastname1808,March,15,2001,BS Communications Technology,0917 167 1593,Male
name1809,lastname1809,December,11,1998,BS Legal Management,0917 421 6667,Female
name1810,lastname1810,July,20,1997,BS Management,0917 985 3009,Female
name1811,lastname1811,May,3,1999,BS Communications Technology,0917 466 4919,Male
